jurisdiction,facility,year,month,avg_daily_pop_unsentenced_male,avg_daily_pop_unsentenced_female,avg_daily_pop_sentenced_male,avg_daily_pop_sentenced_female,avg_daily_pop_total_facility,census_county_name,fips_state_code,fips_county_code,fips_state_county_code
Modoc Sheriff's Department,Modoc County Jail,2001,3,11,3,9,3,26,Modoc County,06,049,06049
Mono Sheriff's Department,Mono County Jail,2001,3,8,5,11,6,30,Mono County,06,051,06051
Monterey Sheriff's Department,Monterey County Jail,2001,3,320,50,171,57,598,Monterey County,06,053,06053
Monterey Sheriff's Department,Monterey County Rehabilitation,2001,3,93,0,239,0,332,Monterey County,06,053,06053
Napa Corrections Department,Napa County Jail,2001,3,53,6,147,12,218,Napa County,06,055,06055
Nevada Sheriff's Department,Wayne Brown Correctional Facility,2001,3,73,9,48,11,141,Nevada County,06,057,06057
Orange Sheriff's Department,Intake Release Center,2001,3,314,71,184,102,671,Orange County,06,059,06059
Orange Sheriff's Department,James A Musick Facility,2001,3,88,14,565,82,749,Orange County,06,059,06059
Orange Sheriff's Department,Orange County Mens Jail,2001,3,573,0,479,0,1052,Orange County,06,059,06059
Orange Sheriff's Department,Orange County Womens Jail,2001,3,0,133,0,196,329,Orange County,06,059,06059
Orange Sheriff's Department,Theo Lacy Facility,2001,3,762,0,984,0,1746,Orange County,06,059,06059
Santa Ana Police Department,Santa Ana Jail,2001,3,329,34,8,0,371,Orange County,06,059,06059
Placer Sheriff's Department,Placer County Main Jail,2001,3,202,18,59,11,290,Placer County,06,061,06061
Placer Sheriff's Department,Placer County Minimum Security,2001,3,10,6,111,24,151,Placer County,06,061,06061
Plumas Sheriff's Department,Plumas County Jail,2001,3,15.16,4.54,16.03,4.23,40,Plumas County,06,063,06063
Riverside Sheriff's Department,Blythe Jail,2001,3,44,0,54,0,98,Riverside County,06,065,06065
Riverside Sheriff's Department,Indio Jail,2001,3,251,24,59,3,337,Riverside County,06,065,06065
Riverside Sheriff's Department,Larry D Smith Correctional Facility,2001,3,160,60,230,83,533,Riverside County,06,065,06065
Riverside Sheriff's Department,Robert Presley Detention Center,2001,3,855,101,200,55,1211,Riverside County,06,065,06065
Riverside Sheriff's Department,Southwest County Detention Center,2001,3,348,5,177,0,530,Riverside County,06,065,06065
Sacramento Sheriff's Department,Rio Cosumnes Correctional Center,2001,3,19,0,1158,0,1177,Sacramento County,06,067,06067
Sacramento Sheriff's Department,Rio Cosumnes- Womens Facility,2001,3,0,0,0,0,0,Sacramento County,06,067,06067
Sacramento Sheriff's Department,Sacramento County Main Jail,2001,3,1529,264,129,216,2138,Sacramento County,06,067,06067
San Benito Sheriff's Department,San Benito Adult Detention,2001,3,46,7,38,6,97,San Benito County,06,069,06069
San Bernardino Sheriff's Department,San Bernardino Central Detention Center,2001,3,689,110,61,5,865,San Bernardino County,06,071,06071
San Bernardino Sheriff's Department,San Bernardino County- Glen Helen,2001,3,171,29,833,181,1214,San Bernardino County,06,071,06071
San Bernardino Sheriff's Department,West Valley Detention Center,2001,3,2425,333,302,92,3152,San Bernardino County,06,071,06071
San Diego Sheriff's Department,NA,2001,3,0,0,219,0,219,San Diego County,06,073,06073
San Diego Sheriff's Department,East Mesa Detention Facility,2001,3,16,0,337,0,353,San Diego County,06,073,06073
San Diego Sheriff's Department,George Bailey Detention Facility,2001,3,930,0,573,0,1503,San Diego County,06,073,06073
San Diego Sheriff's Department,Las Colinas Womens Detention,2001,3,0,330,0,307,637,San Diego County,06,073,06073
San Diego Sheriff's Department,South Bay Regional Facility- Chula Vista,2001,3,270,0,64,0,334,San Diego County,06,073,06073
San Diego Sheriff's Department,Vista Facility,2001,3,482,68,169,14,733,San Diego County,06,073,06073
San Diego Work Furlough,Pacific Work Furlough Facility,2001,3,0,0,0,0,0,San Diego County,06,073,06073
San Diego Probation Department,Barrett Honor Camp / Barrett Juvenile,2001,3,0,0,135,0,135,San Diego County,06,073,06073
San Diego Probation Department,Camp West Fork,2001,3,0,0,64,0,64,San Diego County,06,073,06073
San Francisco Sheriff's Department,San Francisco County Jail #2,2001,3,221,121,30,12,384,San Francisco County,06,075,06075
San Francisco Sheriff's Department,San Francisco County Jail #3,2001,3,293,56,17,3,369,San Francisco County,06,075,06075
San Francisco Sheriff's Department,San Francisco County Jail #3,2001,3,426,0,23,0,449,San Francisco County,06,075,06075
San Francisco Sheriff's Department,San Francisco County Jail #4,2001,3,287,46,27,5,365,San Francisco County,06,075,06075
San Francisco Sheriff's Department,San Francisco County Jail #6,2001,3,286,0,29,0,315,San Francisco County,06,075,06075
San Joaquin Sheriff's Department,San Joaquin Honor Farm,2001,3,511,69,153,19,752,San Joaquin County,06,077,06077
San Luis Obispo Sheriff's Department,San Luis Obispo County Jail,2001,3,128,23,144,35,330,San Luis Obispo County,06,079,06079
San Luis Obispo Sheriff's Department,San Luis Obispo Honor Farm,2001,3,0,0,54,0,54,San Luis Obispo County,06,079,06079
San Mateo Sheriff's Department,Maguire Facility,2001,3,494,0,373,0,867,San Mateo County,06,081,06081
San Mateo Sheriff's Department,Mens Corr. Ctr./Medium Sec. Fac.,2001,3,0,0,98,0,98,San Mateo County,06,081,06081
San Mateo Sheriff's Department,Minimum Security Transitional Fac.,2001,3,0,0,0,22,22,San Mateo County,06,081,06081
San Mateo Sheriff's Department,Womens Correctional Center,2001,3,0,46,0,70,116,San Mateo County,06,081,06081
Santa Barbara Sheriff's Department,Female Honor Farm,2001,3,0,2,0,16,18,Santa Barbara County,06,083,06083
Santa Barbara Sheriff's Department,Santa Barbara County Main Jail,2001,3,343,59,219,33,654,Santa Barbara County,06,083,06083
Santa Barbara Sheriff's Department,Santa Barbara Medium Security Facility,2001,3,43,0,135,0,178,Santa Barbara County,06,083,06083
Santa Barbara Sheriff's Department,Santa Barbara Work Furlough,2001,3,0,0,10,2,12,Santa Barbara County,06,083,06083
Santa Barbara Sheriff's Department,Santa Maria Work Furlough,2001,3,0,0,12,0,12,Santa Barbara County,06,083,06083
Santa Clara Corrections Department,Elmwood Complex - Women's Fac,2001,3,0,252,0,204,456,Santa Clara County,06,085,06085
Santa Clara Corrections Department,Elmwood Complex-Mens' Fac,2001,3,1365,0,1179,0,2544,Santa Clara County,06,085,06085
Santa Clara Corrections Department,Santa Clara County Main Jail,2001,3,955,0,192,0,1147,Santa Clara County,06,085,06085
Santa Clara Probation Department,Mtn. View Work Furlough Facility,2001,3,0,0,215,0,215,Santa Clara County,06,085,06085
Santa Cruz Sheriff's Department,Santa Cruz Blaine Womens Minimum,2001,3,0,0,0,22,22,Santa Cruz County,06,087,06087
Santa Cruz Sheriff's Department,Santa Cruz Main Jail (Water Street),2001,3,218,23,72,20,333,Santa Cruz County,06,087,06087
Santa Cruz Sheriff's Department,Santa Cruz Rountree Lane Minimum,2001,3,0,0,146,0,146,Santa Cruz County,06,087,06087
Santa Cruz Sheriff's Department,Santa Cruz Rountree Medium,2001,3,0,0,77,0,77,Santa Cruz County,06,087,06087
Shasta Sheriff's Department,Shasta County Detention Annex,2001,3,0,0,62,0,62,Shasta County,06,089,06089
Shasta Sheriff's Department,Shasta County Main Jail,2001,3,202,43,69,25,339,Shasta County,06,089,06089
Sierra Sheriff's Department,Sierra County Jail,2001,3,1.8,0.03,0.74,0,3,Sierra County,06,091,06091
Siskiyou Sheriff's Department,Siskiyou County Jail,2001,3,50,6,33,5,94,Siskiyou County,06,093,06093
Solano Sheriff's Department,Claybank Facility,2001,3,97,0,130,0,227,Solano County,06,095,06095
Solano Sheriff's Department,Solano County Justice Center,2001,3,450,100,97,36,683,Solano County,06,095,06095
Sonoma Sheriff's Department,North County Detention Facility,2001,3,353,67,158,23,601,Sonoma County,06,097,06097
Sonoma Sheriff's Department,Sonoma County Main Adult Detention,2001,3,101,0,347,53,501,Sonoma County,06,097,06097
Stanislaus Sheriff's Department,Stanislaus Co. Public Safety Center,2001,3,205,72,99,90,466,Stanislaus County,06,099,06099
Stanislaus Sheriff's Department,Stanislaus County Honor Farm,2001,3,37,0,176,0,213,Stanislaus County,06,099,06099
Stanislaus Sheriff's Department,Stanislaus County Jail,2001,3,297,0,54,0,351,Stanislaus County,06,099,06099
Sutter Sheriff's Department,Sutter County Jail,2001,3,117,13,76,5,211,Sutter County,06,101,06101
Tehama Sheriff's Department,Tehama County Jail,2001,3,71,9,83,14,177,Tehama County,06,103,06103
Trinity Sheriff's Department,Trinity County Jail,2001,3,14,4,10,4,32,Trinity County,06,105,06105
Tulare Sheriff's Department,Bob Wiley Detention Center,2001,3,270,30,226,24,550,Tulare County,06,107,06107
Tulare Sheriff's Department,Tulare Co. Adult Pre-Trial Facility,2001,3,116,0,0,0,116,Tulare County,06,107,06107
Tulare Sheriff's Department,Tulare Correctional Center,2001,3,0,34,192,55,281,Tulare County,06,107,06107
Tulare Sheriff's Department,Tulare County Jail,2001,3,166,0,82,0,248,Tulare County,06,107,06107
Tuolumne Sheriff's Department,Tuolumne County Jail,2001,3,51,6,59,8,124,Tuolumne County,06,109,06109
Ventura Sheriff's Department,Ventura County Branch- Women,2001,3,0,94,0,93,187,Ventura County,06,111,06111
Ventura Sheriff's Department,Ventura County Main Jail,2001,3,506,8,116,3,633,Ventura County,06,111,06111
Ventura Sheriff's Department,Ventura County Ojai -Women,2001,3,0,0,0,0,0,Ventura County,06,111,06111
Ventura Sheriff's Department,Ventura County Todd Road,2001,3,161,0,440,0,601,Ventura County,06,111,06111
Ventura Work Furlough,Ventura County Work Furlough,2001,3,0,0,108,30,138,Ventura County,06,111,06111
Yolo Sheriff's Department,Leinberger Center,2001,3,47,11,48,10,116,Yolo County,06,113,06113
Yolo Sheriff's Department,Monroe Detention Center,2001,3,193,37,36,3,269,Yolo County,06,113,06113
Yuba Sheriff's Department,Yuba County Jail,2001,3,295,69,45,10,419,Yuba County,06,115,06115
Alameda Sheriff's Department,Glenn E. Dyer Jail,2001,2,476,13,82,1,572,Alameda County,06,001,06001
Alameda Sheriff's Department,Santa Rita Jail,2001,2,2127,226,677,123,3153,Alameda County,06,001,06001
Oakland Police Department,Oakland Jail,2001,2,118,25,0,0,143,Alameda County,06,001,06001
Amador Sheriff's Department,Amador County Jail,2001,2,20.5,2.5,23.17,3.8499999999999996,50,Amador County,06,005,06005
Butte Sheriff's Department,Butte County Jail,2001,2,265,41,140,26,472,Butte County,06,007,06007
Calaveras Sheriff's Department,Calaveras County Jail,2001,2,17.6,1.5,27.3,4.4,51,Calaveras County,06,009,06009
Colusa Sheriff's Department,Colusa County Jail,2001,2,11,0.5,12,2,26,Colusa County,06,011,06011
Contra Costa Sheriff's Department,Contra Costa Main Jail (Martinez Det Fac),2001,2,595,60,158,16,829,Contra Costa County,06,013,06013
Contra Costa Sheriff's Department,Marsh Creek Detention Facility,2001,2,0,0,192,0,192,Contra Costa County,06,013,06013
Contra Costa Sheriff's Department,West County Detention Facility,2001,2,415,87,169,35,706,Contra Costa County,06,013,06013
El Dorado Sheriff's Department,El Dorado County Jail,2001,2,64,4,90,7,165,El Dorado County,06,017,06017
El Dorado Sheriff's Department,South Lake Tahoe Jail,2001,2,33,8,42,2,85,El Dorado County,06,017,06017
Fresno Sheriff's Department,Fresno County Main Jail,2001,2,718,176,89,62,1045,Fresno County,06,019,06019
Fresno Sheriff's Department,Fresno County Satellite Jail,2001,2,0,0,237,0,237,Fresno County,06,019,06019
Fresno Sheriff's Department,Fresno North Annex  Jail,2001,2,395,0,24,0,419,Fresno County,06,019,06019
Fresno Sheriff's Department,Fresno South Annex Jail,2001,2,572,74,0,0,646,Fresno County,06,019,06019
Glenn Sheriff's Department,Glenn County Adult Detention Facility,2001,2,48,17,3,0,68,Glenn County,06,021,06021
Humboldt Sheriff's Department,Humboldt County Jail,2001,2,212,31,109,18,370,Humboldt County,06,023,06023
Imperial Sheriff's Department,Herbert Hughes Corr. Center,2001,2,154,0,83,0,237,Imperial County,06,025,06025
Imperial Sheriff's Department,Imperial Co (Adult Regional Det) Fac,2001,2,133,19,70,3,225,Imperial County,06,025,06025
Inyo Sheriff's Department,Inyo County Jail,2001,2,20.6,3.1,30.1,3.7,58,Inyo County,06,027,06027
Kern Sheriff's Department,Kern County- Female Minimum,2001,2,0,3,0,92,95,Kern County,06,029,06029
Kern Sheriff's Department,Lerdo Maximum,2001,2,93,25,40,20,178,Kern County,06,029,06029
Kern Sheriff's Department,Lerdo Minimum,2001,2,519,0,360,0,879,Kern County,06,029,06029
Kern Sheriff's Department,Lerdo Pretrial Facility,2001,2,560,112,107,95,874,Kern County,06,029,06029
Kings Sheriff's Department,Kings County Branch Jail,2001,2,64,16,69,21,170,Kings County,06,031,06031
Kings Sheriff's Department,Kings County Main Jail,2001,2,65,12,56,17,150,Kings County,06,031,06031
Lake Sheriff's Department,Lake County Hill Road Facility,2001,2,74,29,93,20,216,Lake County,06,033,06033
Lassen Sheriff's Department,Lassen Adult Detention Facility,2001,2,51.25,15.28,52.28,9.5,128,Lassen County,06,035,06035
Los Angeles Sheriff's Department,Biscailuz Recovery Center,2001,2,54,0,54,0,108,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Century Regional Detention Center,2001,2,974,0,650,0,1624,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Inmate Reception Center,2001,2,208,0,141,0,349,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Los Angeles Central Jail,2001,2,4506,0,2072,0,6578,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,North County Correctional Facility,2001,2,1973,0,1452,0,3425,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Peter Pitchess East Facility,2001,2,726,0,724,0,1450,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Peter Pitchess North Facility,2001,2,168,0,973,0,1141,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Peter Pitchess South Facility,2001,2,0,0,240,0,240,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Sybil Brand Institute,2001,2,0,0,0,0,0,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Twin Towers Correctional Facility,2001,2,1417,1148,763,1111,4439,Los Angeles County,06,037,06037
Scapular House,Scapular House,2001,2,0,0,173,18,191,Los Angeles County,06,037,06037
Madera Corrections Department,Madera Adult Correctional Facility,2001,2,162,29,115,10,316,Madera County,06,039,06039
Marin Sheriff's Department,Marin County Jail,2001,2,201,42,29,10,282,Marin County,06,041,06041
Mariposa Sheriff's Department,Mariposa County Adult Det. Facility,2001,2,16,5.6,13.7,1.7,37,Mariposa County,06,043,06043
Mendocino Sheriff's Department,Mendocino Adult Detention Facility,2001,2,121,14,94,15,244,Mendocino County,06,045,06045
Merced Sheriff's Department,John Latorraca Corr Fac,2001,2,207,34,160,13,414,Merced County,06,047,06047
Merced Sheriff's Department,Merced County Jail,2001,2,133,0,24,0,157,Merced County,06,047,06047
Modoc Sheriff's Department,Modoc County Jail,2001,2,15,1,14,3,33,Modoc County,06,049,06049
Mono Sheriff's Department,Mono County Jail,2001,2,14,6,6,3,29,Mono County,06,051,06051
Monterey Sheriff's Department,Monterey County Jail,2001,2,305,44,184,61,594,Monterey County,06,053,06053
Monterey Sheriff's Department,Monterey County Rehabilitation,2001,2,112,0,220,0,332,Monterey County,06,053,06053
Napa Corrections Department,Napa County Jail,2001,2,40,5,154,18,217,Napa County,06,055,06055
Nevada Sheriff's Department,Wayne Brown Correctional Facility,2001,2,68,8,42,11,129,Nevada County,06,057,06057
Orange Sheriff's Department,Intake Release Center,2001,2,337,74,195,109,715,Orange County,06,059,06059
Orange Sheriff's Department,James A Musick Facility,2001,2,94,14,539,85,732,Orange County,06,059,06059
Orange Sheriff's Department,Orange County Mens Jail,2001,2,580,0,460,0,1040,Orange County,06,059,06059
Orange Sheriff's Department,Orange County Womens Jail,2001,2,0,119,0,210,329,Orange County,06,059,06059
Orange Sheriff's Department,Theo Lacy Facility,2001,2,764,58,978,52,1852,Orange County,06,059,06059
Santa Ana Police Department,Santa Ana Jail,2001,2,296,26,20,0,342,Orange County,06,059,06059
Placer Sheriff's Department,Placer County Main Jail,2001,2,193,17,57,10,277,Placer County,06,061,06061
Placer Sheriff's Department,Placer County Minimum Security,2001,2,9,5,102,22,138,Placer County,06,061,06061
Plumas Sheriff's Department,Plumas County Jail,2001,2,14.04,5.94,15.860000000000001,3.2800000000000002,39,Plumas County,06,063,06063
Riverside Sheriff's Department,Blythe Jail,2001,2,45,0,57,0,102,Riverside County,06,065,06065
Riverside Sheriff's Department,Indio Jail,2001,2,253,22,54,2,331,Riverside County,06,065,06065
Riverside Sheriff's Department,Larry D Smith Correctional Facility,2001,2,146,54,246,91,537,Riverside County,06,065,06065
Riverside Sheriff's Department,Robert Presley Detention Center,2001,2,848,102,213,47,1210,Riverside County,06,065,06065
Riverside Sheriff's Department,Southwest County Detention Center,2001,2,362,4,147,0,513,Riverside County,06,065,06065
Sacramento Sheriff's Department,Rio Cosumnes Correctional Center,2001,2,29,0,1093,0,1122,Sacramento County,06,067,06067
Sacramento Sheriff's Department,Rio Cosumnes- Womens Facility,2001,2,0,0,0,0,0,Sacramento County,06,067,06067
Sacramento Sheriff's Department,Sacramento County Main Jail,2001,2,1515,205,135,222,2077,Sacramento County,06,067,06067
San Benito Sheriff's Department,San Benito Adult Detention,2001,2,44,5,36,3,88,San Benito County,06,069,06069
San Bernardino Sheriff's Department,San Bernardino Central Detention Center,2001,2,643,97,61,4,805,San Bernardino County,06,071,06071
San Bernardino Sheriff's Department,San Bernardino County- Glen Helen,2001,2,163,35,755,164,1117,San Bernardino County,06,071,06071
San Bernardino Sheriff's Department,West Valley Detention Center,2001,2,2401,334,320,86,3141,San Bernardino County,06,071,06071
San Diego Sheriff's Department,NA,2001,2,1,0,196,0,197,San Diego County,06,073,06073
San Diego Sheriff's Department,East Mesa Detention Facility,2001,2,28,0,332,0,360,San Diego County,06,073,06073
San Diego Sheriff's Department,George Bailey Detention Facility,2001,2,975,0,610,0,1585,San Diego County,06,073,06073
San Diego Sheriff's Department,Las Colinas Womens Detention,2001,2,0,332,0,280,612,San Diego County,06,073,06073
San Diego Sheriff's Department,South Bay Regional Facility- Chula Vista,2001,2,315,0,73,0,388,San Diego County,06,073,06073
San Diego Sheriff's Department,Vista Facility,2001,2,437,58,125,14,634,San Diego County,06,073,06073
San Diego Work Furlough,Pacific Work Furlough Facility,2001,2,0,0,0,0,0,San Diego County,06,073,06073
San Diego Probation Department,Barrett Honor Camp / Barrett Juvenile,2001,2,0,0,130,0,130,San Diego County,06,073,06073
San Diego Probation Department,Camp West Fork,2001,2,0,0,73,0,73,San Diego County,06,073,06073
San Francisco Sheriff's Department,San Francisco County Jail #2,2001,2,227,14,116,7,364,San Francisco County,06,075,06075
San Francisco Sheriff's Department,San Francisco County Jail #3,2001,2,292,59,13,3,367,San Francisco County,06,075,06075
San Francisco Sheriff's Department,San Francisco County Jail #3,2001,2,399,0,18,0,417,San Francisco County,06,075,06075
San Francisco Sheriff's Department,San Francisco County Jail #4,2001,2,296,46,22,2,366,San Francisco County,06,075,06075
San Francisco Sheriff's Department,San Francisco County Jail #6,2001,2,281,0,25,0,306,San Francisco County,06,075,06075
San Joaquin Sheriff's Department,San Joaquin Honor Farm,2001,2,505,61,156,30,752,San Joaquin County,06,077,06077
San Luis Obispo Sheriff's Department,San Luis Obispo County Jail,2001,2,123,19,148,32,322,San Luis Obispo County,06,079,06079
San Luis Obispo Sheriff's Department,San Luis Obispo Honor Farm,2001,2,0,0,52,0,52,San Luis Obispo County,06,079,06079
San Mateo Sheriff's Department,Maguire Facility,2001,2,483,0,364,0,847,San Mateo County,06,081,06081
San Mateo Sheriff's Department,Mens Corr. Ctr./Medium Sec. Fac.,2001,2,0,0,103,0,103,San Mateo County,06,081,06081
San Mateo Sheriff's Department,Minimum Security Transitional Fac.,2001,2,0,0,0,19,19,San Mateo County,06,081,06081
San Mateo Sheriff's Department,Womens Correctional Center,2001,2,0,44,0,65,109,San Mateo County,06,081,06081
Santa Barbara Sheriff's Department,Female Honor Farm,2001,2,0,3,0,17,20,Santa Barbara County,06,083,06083
Santa Barbara Sheriff's Department,Santa Barbara County Main Jail,2001,2,350,0,216,0,566,Santa Barbara County,06,083,06083
Santa Barbara Sheriff's Department,Santa Barbara Medium Security Facility,2001,2,53,0,119,0,172,Santa Barbara County,06,083,06083
Santa Barbara Sheriff's Department,Santa Barbara Work Furlough,2001,2,0,0,9,1,10,Santa Barbara County,06,083,06083
Santa Barbara Sheriff's Department,Santa Maria Work Furlough,2001,2,0,0,14,0,14,Santa Barbara County,06,083,06083
Santa Clara Corrections Department,Elmwood Complex - Women's Fac,2001,2,0,271,0,200,471,Santa Clara County,06,085,06085
Santa Clara Corrections Department,Elmwood Complex-Mens' Fac,2001,2,1385,0,1183,0,2568,Santa Clara County,06,085,06085
Santa Clara Corrections Department,Santa Clara County Main Jail,2001,2,954,0,206,0,1160,Santa Clara County,06,085,06085
Santa Clara Probation Department,Mtn. View Work Furlough Facility,2001,2,0,0,215,0,215,Santa Clara County,06,085,06085
Santa Cruz Sheriff's Department,Santa Cruz Blaine Womens Minimum,2001,2,0,0,0,29,29,Santa Cruz County,06,087,06087
Santa Cruz Sheriff's Department,Santa Cruz Main Jail (Water Street),2001,2,217,25,82,22,346,Santa Cruz County,06,087,06087
Santa Cruz Sheriff's Department,Santa Cruz Rountree Lane Minimum,2001,2,0,0,158,0,158,Santa Cruz County,06,087,06087
Santa Cruz Sheriff's Department,Santa Cruz Rountree Medium,2001,2,0,0,80,0,80,Santa Cruz County,06,087,06087
Shasta Sheriff's Department,Shasta County Detention Annex,2001,2,0,0,61,0,61,Shasta County,06,089,06089
Shasta Sheriff's Department,Shasta County Main Jail,2001,2,204,38,71,26,339,Shasta County,06,089,06089
Sierra Sheriff's Department,Sierra County Jail,2001,2,2.03,0,1.32,0.03,3,Sierra County,06,091,06091
Siskiyou Sheriff's Department,Siskiyou County Jail,2001,2,52,6,31,4,93,Siskiyou County,06,093,06093
Solano Sheriff's Department,Claybank Facility,2001,2,75,0,129,0,204,Solano County,06,095,06095
Solano Sheriff's Department,Solano County Justice Center,2001,2,460,95,90,35,680,Solano County,06,095,06095
Sonoma Sheriff's Department,North County Detention Facility,2001,2,99,0,347,56,502,Sonoma County,06,097,06097
Sonoma Sheriff's Department,Sonoma County Main Adult Detention,2001,2,364,54,146,26,590,Sonoma County,06,097,06097
Stanislaus Sheriff's Department,Stanislaus Co. Public Safety Center,2001,2,189,71,109,85,454,Stanislaus County,06,099,06099
Stanislaus Sheriff's Department,Stanislaus County Honor Farm,2001,2,24,0,168,0,192,Stanislaus County,06,099,06099
Stanislaus Sheriff's Department,Stanislaus County Jail,2001,2,286,0,61,0,347,Stanislaus County,06,099,06099
Sutter Sheriff's Department,Sutter County Jail,2001,2,132,13,43,10,198,Sutter County,06,101,06101
Tehama Sheriff's Department,Tehama County Jail,2001,2,70,11,88,12,181,Tehama County,06,103,06103
Trinity Sheriff's Department,Trinity County Jail,2001,2,17,3,17,5,42,Trinity County,06,105,06105
Tulare Sheriff's Department,Bob Wiley Detention Center,2001,2,294,35,200,17,546,Tulare County,06,107,06107
Tulare Sheriff's Department,Tulare Co. Adult Pre-Trial Facility,2001,2,110,0,0,0,110,Tulare County,06,107,06107
Tulare Sheriff's Department,Tulare Correctional Center,2001,2,194,0,0,30,224,Tulare County,06,107,06107
Tulare Sheriff's Department,Tulare County Jail,2001,2,160,30,85,31,306,Tulare County,06,107,06107
Tuolumne Sheriff's Department,Tuolumne County Jail,2001,2,55,6,58,9,128,Tuolumne County,06,109,06109
Ventura Sheriff's Department,Ventura County Branch- Women,2001,2,0,94,0,84,178,Ventura County,06,111,06111
Ventura Sheriff's Department,Ventura County Main Jail,2001,2,496,8,116,3,623,Ventura County,06,111,06111
Ventura Sheriff's Department,Ventura County Ojai -Women,2001,2,0,0,0,0,0,Ventura County,06,111,06111
Ventura Sheriff's Department,Ventura County Todd Road,2001,2,178,0,434,0,612,Ventura County,06,111,06111
Ventura Work Furlough,Ventura County Work Furlough,2001,2,0,0,108,26,134,Ventura County,06,111,06111
Yolo Sheriff's Department,Leinberger Center,2001,2,43,13,40,9,105,Yolo County,06,113,06113
Yolo Sheriff's Department,Monroe Detention Center,2001,2,200,39,35,3,277,Yolo County,06,113,06113
Yuba Sheriff's Department,Yuba County Jail,2001,2,282,62,45,9,398,Yuba County,06,115,06115
Alameda Sheriff's Department,Glenn E. Dyer Jail,2001,1,471,17,90,0,578,Alameda County,06,001,06001
Alameda Sheriff's Department,Santa Rita Jail,2001,1,2144,229,642,109,3124,Alameda County,06,001,06001
Oakland Police Department,Oakland Jail,2001,1,101,17,0,0,118,Alameda County,06,001,06001
Amador Sheriff's Department,Amador County Jail,2001,1,17.52,3.19,23.39,4.03,48,Amador County,06,005,06005
Butte Sheriff's Department,Butte County Jail,2001,1,293,42,136,24,495,Butte County,06,007,06007
Calaveras Sheriff's Department,Calaveras County Jail,2001,1,17.4,1.3,22.3,3.8,45,Calaveras County,06,009,06009
Colusa Sheriff's Department,Colusa County Jail,2001,1,12,0.3,15,2.6,30,Colusa County,06,011,06011
Contra Costa Sheriff's Department,Contra Costa Main Jail (Martinez Det Fac),2001,1,553,50,147,13,763,Contra Costa County,06,013,06013
Contra Costa Sheriff's Department,Marsh Creek Detention Facility,2001,1,0,0,173,0,173,Contra Costa County,06,013,06013
Contra Costa Sheriff's Department,West County Detention Facility,2001,1,411,85,168,34,698,Contra Costa County,06,013,06013
El Dorado Sheriff's Department,El Dorado County Jail,2001,1,59,8,88,12,167,El Dorado County,06,017,06017
El Dorado Sheriff's Department,South Lake Tahoe Jail,2001,1,37,8,43,1,89,El Dorado County,06,017,06017
Fresno Sheriff's Department,Fresno County Main Jail,2001,1,691,181,109,58,1039,Fresno County,06,019,06019
Fresno Sheriff's Department,Fresno County Satellite Jail,2001,1,0,0,216,0,216,Fresno County,06,019,06019
Fresno Sheriff's Department,Fresno North Annex  Jail,2001,1,402,0,18,0,420,Fresno County,06,019,06019
Fresno Sheriff's Department,Fresno South Annex Jail,2001,1,561,0,88,0,649,Fresno County,06,019,06019
Glenn Sheriff's Department,Glenn County Adult Detention Facility,2001,1,44,16,4,0,64,Glenn County,06,021,06021
Humboldt Sheriff's Department,Humboldt County Jail,2001,1,208,28,105,16,357,Humboldt County,06,023,06023
Imperial Sheriff's Department,Herbert Hughes Corr. Center,2001,1,169,0,91,0,260,Imperial County,06,025,06025
Imperial Sheriff's Department,Imperial Co (Adult Regional Det) Fac,2001,1,158,19,83,7,267,Imperial County,06,025,06025
Inyo Sheriff's Department,Inyo County Jail,2001,1,22,2.4,22.1,3,50,Inyo County,06,027,06027
Kern Sheriff's Department,Kern County- Female Minimum,2001,1,0,3,0,91,94,Kern County,06,029,06029
Kern Sheriff's Department,Lerdo Maximum,2001,1,94,23,40,19,176,Kern County,06,029,06029
Kern Sheriff's Department,Lerdo Minimum,2001,1,521,0,362,0,883,Kern County,06,029,06029
Kern Sheriff's Department,Lerdo Pretrial Facility,2001,1,584,109,111,93,897,Kern County,06,029,06029
Kings Sheriff's Department,Kings County Branch Jail,2001,1,61,12,67,19,159,Kings County,06,031,06031
Kings Sheriff's Department,Kings County Main Jail,2001,1,63,12,53,11,139,Kings County,06,031,06031
Lake Sheriff's Department,Lake County Hill Road Facility,2001,1,71,30,85,12,198,Lake County,06,033,06033
Lassen Sheriff's Department,Lassen Adult Detention Facility,2001,1,48.5,16.330000000000002,53,7,125,Lassen County,06,035,06035
Los Angeles Sheriff's Department,Biscailuz Recovery Center,2001,1,49,0,49,0,98,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Century Regional Detention Center,2001,1,1032,0,624,0,1656,Los Angeles County,06,037,06037
