jurisdiction,year,month,census_county_name,fips_state_code,fips_county_code,fips_state_county_code,facility,avg_daily_pop_unsentenced_male,avg_daily_pop_unsentenced_female,avg_daily_pop_sentenced_male,avg_daily_pop_sentenced_female,avg_daily_pop_total_facility
Santa Barbara Sheriff's Department,2000,september,Santa Barbara County,06,083,06083,Female Honor Farm,NA,2,NA,13,15
Santa Barbara Sheriff's Department,2000,september,Santa Barbara County,06,083,06083,Santa Barbara County Main Jail,310,53,236,32,631
Santa Barbara Sheriff's Department,2000,september,Santa Barbara County,06,083,06083,Santa Barbara Medium Security Facility,41,NA,150,NA,191
Santa Barbara Sheriff's Department,2000,september,Santa Barbara County,06,083,06083,Santa Barbara Work Furlough,0,0,14,1,15
Santa Barbara Sheriff's Department,2000,september,Santa Barbara County,06,083,06083,Santa Maria Work Furlough,0,0,15,0,15
Santa Clara Corrections Department,2000,september,Santa Clara County,06,085,06085,Elmwood Complex - Women's Fac,0,263,0,230,493
Santa Clara Corrections Department,2000,september,Santa Clara County,06,085,06085,Elmwood Complex-Mens' Fac,1288,0,1254,0,2542
Santa Clara Corrections Department,2000,september,Santa Clara County,06,085,06085,Santa Clara County Main Jail,924,0,224,0,1148
Santa Clara Probation Department,2000,september,Santa Clara County,06,085,06085,Mtn. View Work Furlough Facility,0,0,218,0,218
Santa Cruz Sheriff's Department,2000,september,Santa Cruz County,06,087,06087,Santa Cruz Blaine Womens Minimum,0,0,0,24,24
Santa Cruz Sheriff's Department,2000,september,Santa Cruz County,06,087,06087,Santa Cruz Main Jail (Water Street),218,32,70,21,341
Santa Cruz Sheriff's Department,2000,september,Santa Cruz County,06,087,06087,Santa Cruz Rountree Lane Minimum,0,0,130,0,130
Santa Cruz Sheriff's Department,2000,september,Santa Cruz County,06,087,06087,Santa Cruz Rountree Medium,0,0,83,0,83
Shasta Sheriff's Department,2000,september,Shasta County,06,089,06089,Shasta County Detention Annex,0,0,59,0,59
Shasta Sheriff's Department,2000,september,Shasta County,06,089,06089,Shasta County Main Jail,200,34,89,26,349
Sierra Sheriff's Department,2000,september,Sierra County,06,091,06091,Sierra County Jail,2.9,0.1,1.3,0,4.3
Siskiyou Sheriff's Department,2000,september,Siskiyou County,06,093,06093,Siskiyou County Jail,51,5,32,4,92
Solano Sheriff's Department,2000,september,Solano County,06,095,06095,Claybank Facility,57,0,135,0,192
Solano Sheriff's Department,2000,september,Solano County,06,095,06095,Solano County Justice Center,470,91,82,37,680
Sonoma Sheriff's Department,2000,september,Sonoma County,06,097,06097,North County Detention Facility,106,0,350,58,514
Sonoma Sheriff's Department,2000,september,Sonoma County,06,097,06097,Sonoma County Main Adult Detention,392,69,118,28,607
Stanislaus Sheriff's Department,2000,september,Stanislaus County,06,099,06099,Stanislaus Co. Public Safety Center,219,66,91,90,466
Stanislaus Sheriff's Department,2000,september,Stanislaus County,06,099,06099,Stanislaus County Honor Farm,43,0,178,0,221
Stanislaus Sheriff's Department,2000,september,Stanislaus County,06,099,06099,Stanislaus County Jail,293,0,73,0,366
Sutter Sheriff's Department,2000,september,Sutter County,06,101,06101,Sutter County Jail,122,21,61,19,223
Tehama Sheriff's Department,2000,september,Tehama County,06,103,06103,Tehama County Jail,81,12,78,12,183
Trinity Sheriff's Department,2000,september,Trinity County,06,105,06105,Trinity County Jail,17,3,19,5,44
Tulare Sheriff's Department,2000,september,Tulare County,06,107,06107,Bob Wiley Detention Center,322,19,193,35,569
Tulare Sheriff's Department,2000,september,Tulare County,06,107,06107,Tulare Correctional Center,162,0,305,19,486
Tulare Sheriff's Department,2000,september,Tulare County,06,107,06107,Tulare County Jail,115,30,0,31,176
Tuolumne Sheriff's Department,2000,september,Tuolumne County,06,109,06109,Tuolumne County Jail,42,4,56,10,112
Ventura Sheriff's Department,2000,september,Ventura County,06,111,06111,Ventura County Branch- Medium,180,0,486,0,666
Ventura Sheriff's Department,2000,september,Ventura County,06,111,06111,Ventura County Branch- Women,0,98,0,90,188
Ventura Sheriff's Department,2000,september,Ventura County,06,111,06111,Ventura County Main Jail,492,9,131,2,634
Ventura Sheriff's Department,2000,september,Ventura County,06,111,06111,Ventura County Ojai -Women,0,0,0,0,0
Ventura Work Furlough,2000,september,Ventura County,06,111,06111,Ventura County Work Furlough,0,0,91,30,121
Yolo Sheriff's Department,2000,september,Yolo County,06,113,06113,Leinberger Center,52,6,38,10,106
Yolo Sheriff's Department,2000,september,Yolo County,06,113,06113,Monroe Detention Center,196,32,36,8,272
Yuba Sheriff's Department,2000,september,Yuba County,06,115,06115,Yuba County Jail,297,26,44,11,378
Alameda Sheriff's Department,2000,october,Alameda County,06,001,06001,Glenn E. Dyer Jail,464,11,84,0,559
Alameda Sheriff's Department,2000,october,Alameda County,06,001,06001,Santa Rita Jail,2258,233,709,104,3304
Oakland Police Department,2000,october,Alameda County,06,001,06001,Oakland Jail,92,21,NA,NA,113
Amador Sheriff's Department,2000,october,Amador County,06,005,06005,Amador County Jail,11.32,4.9,18.29,2.71,37.220000000000006
Butte Sheriff's Department,2000,october,Butte County,06,007,06007,Butte County Jail,301,42,124,21,488
Calaveras Sheriff's Department,2000,october,Calaveras County,06,009,06009,Calaveras County Jail,13.3,1.5,16.8,1.6,33.2
Colusa Sheriff's Department,2000,october,Colusa County,06,011,06011,Colusa County Jail,17,0.8,16,0.74,34.54
Contra Costa Sheriff's Department,2000,october,Contra Costa County,06,013,06013,Contra Costa Main Jail (Martinez Det Fac),536,59,142,15,752
Contra Costa Sheriff's Department,2000,october,Contra Costa County,06,013,06013,Marsh Creek Detention Facility,0,0,188,0,188
Contra Costa Sheriff's Department,2000,october,Contra Costa County,06,013,06013,West County Detention Facility,410,85,168,34,697
Del Norte Sheriff's Department,2000,october,Del Norte County,06,015,06015,Del Norte County Jail,66,6,44,10,126
El Dorado Sheriff's Department,2000,october,El Dorado County,06,017,06017,El Dorado County Jail,60,11,101,19,191
El Dorado Sheriff's Department,2000,october,El Dorado County,06,017,06017,South Lake Tahoe Jail,45,9,44,3,101
Fresno Sheriff's Department,2000,october,Fresno County,06,019,06019,Fresno County Main Jail,685,181,119,54,1039
Fresno Sheriff's Department,2000,october,Fresno County,06,019,06019,Fresno County Satellite Jail,546,0,99,0,645
Fresno Sheriff's Department,2000,october,Fresno County,06,019,06019,Fresno North Annex  Jail,405,0,15,0,420
Fresno Sheriff's Department,2000,october,Fresno County,06,019,06019,Fresno South Annex Jail,0,0,265,0,265
Glenn Sheriff's Department,2000,october,Glenn County,06,021,06021,Glenn County Adult Detention Facility,40,19,7,2,68
Humboldt Sheriff's Department,2000,october,Humboldt County,06,023,06023,Humboldt County Jail,201,25,118,14,358
Imperial Sheriff's Department,2000,october,Imperial County,06,025,06025,Herbert Hughes Corr. Center,62,62,62,62,248
Imperial Sheriff's Department,2000,october,Imperial County,06,025,06025,Imperial Co (Adult Regional Det) Fac,62.5,62.5,62.5,62.5,250
Inyo Sheriff's Department,2000,october,Inyo County,06,027,06027,Inyo County Jail,18.4,4,22.3,5.7,50.4
Kern Sheriff's Department,2000,october,Kern County,06,029,06029,Kern County- Female Minimum,0,1,0,93,94
Kern Sheriff's Department,2000,october,Kern County,06,029,06029,Lerdo Maximum,88,22,38,18,166
Kern Sheriff's Department,2000,october,Kern County,06,029,06029,Lerdo Minimum,515,0,358,0,873
Kern Sheriff's Department,2000,october,Kern County,06,029,06029,Lerdo Pretrial Facility,599,114,114,97,924
Kings Sheriff's Department,2000,october,Kings County,06,031,06031,Kings County Branch Jail,37,3,136,16,192
Kings Sheriff's Department,2000,october,Kings County,06,031,06031,Kings County Main Jail,32,9,120,16,177
Lake Sheriff's Department,2000,october,Lake County,06,033,06033,Lake County Facility,0,0,0,0,0
Lake Sheriff's Department,2000,october,Lake County,06,033,06033,Lake County Hill Road Facility,91,30,96,20,237
Lassen Sheriff's Department,2000,october,Lassen County,06,035,06035,Lassen Adult Detention Facility,58,17,33,14,122
Los Angeles Sheriff's Department,2000,october,Los Angeles County,06,037,06037,Century Regional Detention Center,1070,0,678,0,1748
Los Angeles Sheriff's Department,2000,october,Los Angeles County,06,037,06037,Los Angeles Central Jail,4364,0,2504,0,6868
Los Angeles Sheriff's Department,2000,october,Los Angeles County,06,037,06037,North County Correctional Facility,1698,0,1275,0,2973
Los Angeles Sheriff's Department,2000,october,Los Angeles County,06,037,06037,Peter Pitchess East Facility,2139,1287,1491,1073,5990
Los Angeles Sheriff's Department,2000,october,Los Angeles County,06,037,06037,Peter Pitchess North Facility,483,0,631,0,1114
Los Angeles Sheriff's Department,2000,october,Los Angeles County,06,037,06037,Peter Pitchess South Facility,520,0,874,0,1394
Los Angeles Sheriff's Department,2000,october,Los Angeles County,06,037,06037,Sybil Brand Institute,20,0,14,0,34
Scapular House,2000,october,Los Angeles County,06,037,06037,Scapular House,0,0,180,17,197
Madera Corrections Department,2000,october,Madera County,06,039,06039,Madera Adult Correctional Facility,208,28,65,7,308
Marin Sheriff's Department,2000,october,Marin County,06,041,06041,Marin County Jail,223,41,37,8,309
Mariposa Sheriff's Department,2000,october,Mariposa County,06,043,06043,Mariposa County Adult Det. Facility,13.6,2.5,20.2,2.1,38.4
Mendocino Sheriff's Department,2000,october,Mendocino County,06,045,06045,Mendocino Adult Detention Facility,116,12,102,16,246
Merced Sheriff's Department,2000,october,Merced County,06,047,06047,John Latorraca Corr Fac,210,34,154,16,414
Merced Sheriff's Department,2000,october,Merced County,06,047,06047,Merced County Jail,140,0,21,0,161
Modoc Sheriff's Department,2000,october,Modoc County,06,049,06049,Modoc County Jail,13,4,10,5,32
Mono Sheriff's Department,2000,october,Mono County,06,051,06051,Mono County Jail,9.870000000000001,1.52,18.19,0.39,29.97
Monterey Sheriff's Department,2000,october,Monterey County,06,053,06053,Monterey County Jail,287,52,189,58,586
Monterey Sheriff's Department,2000,october,Monterey County,06,053,06053,Monterey County Rehabilitation,117,0,262,0,379
Napa Corrections Department,2000,october,Napa County,06,055,06055,Napa County Jail,81,15,114,8,218
Nevada Sheriff's Department,2000,october,Nevada County,06,057,06057,Wayne Brown Correctional Facility,70,8,39,9,126
Orange Sheriff's Department,2000,october,Orange County,06,059,06059,Intake Release Center,327,82,231,106,746
Orange Sheriff's Department,2000,october,Orange County,06,059,06059,James A Musick Facility,128,18,636,84,866
Orange Sheriff's Department,2000,october,Orange County,06,059,06059,Orange County Mens Jail,558,0,511,0,1069
Orange Sheriff's Department,2000,october,Orange County,06,059,06059,Orange County Womens Jail,0,148,0,187,335
Orange Sheriff's Department,2000,october,Orange County,06,059,06059,Theo Lacy Facility,880,0,972,0,1852
Santa Ana Police Department,2000,october,Orange County,06,059,06059,Santa Ana Jail,330,37,38,0,405
Placer Sheriff's Department,2000,october,Placer County,06,061,06061,Placer County Main Jail,203,18,59,11,291
Placer Sheriff's Department,2000,october,Placer County,06,061,06061,Placer County Minimum Security,10,6,115,25,156
Plumas Sheriff's Department,2000,october,Plumas County,06,063,06063,Plumas County Jail,25,7,17.68,6.26,55.94
Riverside Sheriff's Department,2000,october,Riverside County,06,065,06065,Blythe Jail,38,0,68,0,106
Riverside Sheriff's Department,2000,october,Riverside County,06,065,06065,Indio Jail,240,19,61,7,327
Riverside Sheriff's Department,2000,october,Riverside County,06,065,06065,Larry D Smith Correctional Facility,148,55,296,95,594
Riverside Sheriff's Department,2000,october,Riverside County,06,065,06065,Robert Presley Detention Center,847,124,199,35,1205
Riverside Sheriff's Department,2000,october,Riverside County,06,065,06065,Southwest County Detention Center,330,4,113,0,447
Sacramento Sheriff's Department,2000,october,Sacramento County,06,067,06067,Rio Cosumnes Correctional Center,190,0,1075,0,1265
Sacramento Sheriff's Department,2000,october,Sacramento County,06,067,06067,Rio Cosumnes- Womens Facility,0,0,0,0,0
Sacramento Sheriff's Department,2000,october,Sacramento County,06,067,06067,Sacramento County Main Jail,1402,268,116,187,1973
San Benito Sheriff's Department,2000,october,San Benito County,06,069,06069,San Benito Adult Detention,51,6,42,4,103
San Bernardino Sheriff's Department,2000,october,San Bernardino County,06,071,06071,San Bernardino Central Detention Center,704,97,62,4,867
San Bernardino Sheriff's Department,2000,october,San Bernardino County,06,071,06071,San Bernardino County- Glen Helen,165,25,831,211,1232
San Bernardino Sheriff's Department,2000,october,San Bernardino County,06,071,06071,West Valley Detention Center,2373,345,323,86,3127
San Diego Sheriff's Department,2000,october,San Diego County,06,073,06073,Descanso Detention Facility,43,0,233,0,276
San Diego Sheriff's Department,2000,october,San Diego County,06,073,06073,East Mesa Detention Facility,19,0,447,0,466
San Diego Sheriff's Department,2000,october,San Diego County,06,073,06073,George Bailey Detention Facility,924,0,673,0,1597
San Diego Sheriff's Department,2000,october,San Diego County,06,073,06073,Las Colinas Womens Detention,0,349,0,332,681
San Diego Sheriff's Department,2000,october,San Diego County,06,073,06073,South Bay Regional Facility- Chula Vista,326,0,48,0,374
San Diego Sheriff's Department,2000,october,San Diego County,06,073,06073,Vista Facility,505,69,96,15,685
San Diego Work Furlough,2000,october,San Diego County,06,073,06073,Pacific Work Furlough Facility,0,0,0,0,0
San Diego Probation Department,2000,october,San Diego County,06,073,06073,Barrett Honor Camp / Barrett Juvenile,0,0,86,0,86
San Diego Probation Department,2000,october,San Diego County,06,073,06073,Camp West Fork,0,0,116,0,116
San Francisco Sheriff's Department,2000,october,San Francisco County,06,075,06075,San Francisco County Jail #2,172,97,36,28,333
San Francisco Sheriff's Department,2000,october,San Francisco County,06,075,06075,San Francisco County Jail #3,281,46,27,8,362
San Francisco Sheriff's Department,2000,october,San Francisco County,06,075,06075,San Francisco County Jail #3,346,0,58,0,404
San Francisco Sheriff's Department,2000,october,San Francisco County,06,075,06075,San Francisco County Jail #4,265,38,30,4,337
San Francisco Sheriff's Department,2000,october,San Francisco County,06,075,06075,San Francisco County Jail #6,262,0,58,0,320
San Joaquin Sheriff's Department,2000,october,San Joaquin County,06,077,06077,San Joaquin Honor Farm,474,72,150,26,722
San Luis Obispo Sheriff's Department,2000,october,San Luis Obispo County,06,079,06079,San Luis Obispo County Jail,126,17,142,31,316
San Luis Obispo Sheriff's Department,2000,october,San Luis Obispo County,06,079,06079,San Luis Obispo Honor Farm,0,0,54,0,54
San Mateo Sheriff's Department,2000,october,San Mateo County,06,081,06081,Maguire Facility,492,0,372,0,864
San Mateo Sheriff's Department,2000,october,San Mateo County,06,081,06081,Mens Corr. Ctr./Medium Sec. Fac.,0,0,117,0,117
San Mateo Sheriff's Department,2000,october,San Mateo County,06,081,06081,Minimum Security Transitional Fac.,0,0,0,17,17
San Mateo Sheriff's Department,2000,october,San Mateo County,06,081,06081,Womens Correctional Center,0,40,0,60,100
Santa Barbara Sheriff's Department,2000,october,Santa Barbara County,06,083,06083,Female Honor Farm,NA,2,NA,17,19
Santa Barbara Sheriff's Department,2000,october,Santa Barbara County,06,083,06083,Santa Barbara County Main Jail,320,56,230,37,643
Santa Barbara Sheriff's Department,2000,october,Santa Barbara County,06,083,06083,Santa Barbara Medium Security Facility,39,NA,137,NA,176
Santa Barbara Sheriff's Department,2000,october,Santa Barbara County,06,083,06083,Santa Barbara Work Furlough,0,0,13,0,13
Santa Barbara Sheriff's Department,2000,october,Santa Barbara County,06,083,06083,Santa Maria Work Furlough,NA,NA,17,NA,17
Santa Clara Corrections Department,2000,october,Santa Clara County,06,085,06085,Elmwood Complex - Women's Fac,0,275,0,256,531
Santa Clara Corrections Department,2000,october,Santa Clara County,06,085,06085,Elmwood Complex-Mens' Fac,1306,0,1256,0,2562
Santa Clara Corrections Department,2000,october,Santa Clara County,06,085,06085,Santa Clara County Main Jail,948,0,232,0,1180
Santa Clara Probation Department,2000,october,Santa Clara County,06,085,06085,Mtn. View Work Furlough Facility,0,0,208,0,208
Santa Cruz Sheriff's Department,2000,october,Santa Cruz County,06,087,06087,Santa Cruz Blaine Womens Minimum,0,0,0,23,23
Santa Cruz Sheriff's Department,2000,october,Santa Cruz County,06,087,06087,Santa Cruz Main Jail (Water Street),216,30,74,19,339
Santa Cruz Sheriff's Department,2000,october,Santa Cruz County,06,087,06087,Santa Cruz Rountree Lane Minimum,0,0,140,0,140
Santa Cruz Sheriff's Department,2000,october,Santa Cruz County,06,087,06087,Santa Cruz Rountree Medium,0,0,79,0,79
Shasta Sheriff's Department,2000,october,Shasta County,06,089,06089,Shasta County Detention Annex,0,0,49,0,49
Shasta Sheriff's Department,2000,october,Shasta County,06,089,06089,Shasta County Main Jail,187,31,88,28,334
Sierra Sheriff's Department,2000,october,Sierra County,06,091,06091,Sierra County Jail,2.61,0.03,1.9,0,4.54
Siskiyou Sheriff's Department,2000,october,Siskiyou County,06,093,06093,Siskiyou County Jail,53,6,31,4,94
Solano Sheriff's Department,2000,october,Solano County,06,095,06095,Claybank Facility,54,0,130,0,184
Solano Sheriff's Department,2000,october,Solano County,06,095,06095,Solano County Justice Center,471,92,89,32,684
Sonoma Sheriff's Department,2000,october,Sonoma County,06,097,06097,North County Detention Facility,99,0,360,58,517
Sonoma Sheriff's Department,2000,october,Sonoma County,06,097,06097,Sonoma County Main Adult Detention,386,72,131,26,615
Stanislaus Sheriff's Department,2000,october,Stanislaus County,06,099,06099,Stanislaus Co. Public Safety Center,209,68,102,94,473
Stanislaus Sheriff's Department,2000,october,Stanislaus County,06,099,06099,Stanislaus County Honor Farm,45,0,167,0,212
Stanislaus Sheriff's Department,2000,october,Stanislaus County,06,099,06099,Stanislaus County Jail,272,0,88,0,360
Sutter Sheriff's Department,2000,october,Sutter County,06,101,06101,Sutter County Jail,128,20,43,13,204
Tehama Sheriff's Department,2000,october,Tehama County,06,103,06103,Tehama County Jail,85,13,88,12,198
Trinity Sheriff's Department,2000,october,Trinity County,06,105,06105,Trinity County Jail,15,2,21,8,46
Tulare Sheriff's Department,2000,october,Tulare County,06,107,06107,Bob Wiley Detention Center,270,33,230,18,551
Tulare Sheriff's Department,2000,october,Tulare County,06,107,06107,Tulare Correctional Center,112,0,206,17,335
Tulare Sheriff's Department,2000,october,Tulare County,06,107,06107,Tulare County Jail,164,28,92,27,311
Tuolumne Sheriff's Department,2000,october,Tuolumne County,06,109,06109,Tuolumne County Jail,42,8,57,8,115
Ventura Work Furlough,2000,october,Ventura County,06,111,06111,Ventura County Work Furlough,0,0,111,31,142
Yolo Sheriff's Department,2000,october,Yolo County,06,113,06113,Leinberger Center,40,10,54,9,113
Yolo Sheriff's Department,2000,october,Yolo County,06,113,06113,Monroe Detention Center,204,33,26,9,272
Yuba Sheriff's Department,2000,october,Yuba County,06,115,06115,Yuba County Jail,282,47,44,7,380
Alameda Sheriff's Department,2000,november,Alameda County,06,001,06001,Glenn E. Dyer Jail,473,13,81,1,568
Alameda Sheriff's Department,2000,november,Alameda County,06,001,06001,Santa Rita Jail,2173,252,707,101,3233
Oakland Police Department,2000,november,Alameda County,06,001,06001,Oakland Jail,104,20,NA,NA,124
Amador Sheriff's Department,2000,november,Amador County,06,005,06005,Amador County Jail,14.729999999999999,2.9299999999999997,14.33,2.9,34.89
Butte Sheriff's Department,2000,november,Butte County,06,007,06007,Butte County Jail,284,39,146,23,492
Calaveras Sheriff's Department,2000,november,Calaveras County,06,009,06009,Calaveras County Jail,20,1.5,17.3,0.5,39.3
Colusa Sheriff's Department,2000,november,Colusa County,06,011,06011,Colusa County Jail,16.95,0.17,18.52,0.88,36.52
Contra Costa Sheriff's Department,2000,november,Contra Costa County,06,013,06013,Contra Costa Main Jail (Martinez Det Fac),535,55,142,14,746
Contra Costa Sheriff's Department,2000,november,Contra Costa County,06,013,06013,Marsh Creek Detention Facility,0,0,182,0,182
Contra Costa Sheriff's Department,2000,november,Contra Costa County,06,013,06013,West County Detention Facility,408,84,166,34,692
Del Norte Sheriff's Department,2000,november,Del Norte County,06,015,06015,Del Norte County Jail,65,8,43,9,125
El Dorado Sheriff's Department,2000,november,El Dorado County,06,017,06017,El Dorado County Jail,59,15,82,12,168
El Dorado Sheriff's Department,2000,november,El Dorado County,06,017,06017,South Lake Tahoe Jail,40,3,46,8,97
Fresno Sheriff's Department,2000,november,Fresno County,06,019,06019,Fresno County Main Jail,686,182,118,58,1044
Fresno Sheriff's Department,2000,november,Fresno County,06,019,06019,Fresno County Satellite Jail,545,0,101,0,646
Fresno Sheriff's Department,2000,november,Fresno County,06,019,06019,Fresno North Annex  Jail,396,0,21,0,417
Fresno Sheriff's Department,2000,november,Fresno County,06,019,06019,Fresno South Annex Jail,0,0,248,0,248
Glenn Sheriff's Department,2000,november,Glenn County,06,021,06021,Glenn County Adult Detention Facility,55,17,8,0,80
Humboldt Sheriff's Department,2000,november,Humboldt County,06,023,06023,Humboldt County Jail,212,27,102,14,355
Imperial Sheriff's Department,2000,november,Imperial County,06,025,06025,Herbert Hughes Corr. Center,69.75,69.75,69.75,69.75,279
Imperial Sheriff's Department,2000,november,Imperial County,06,025,06025,Imperial Co (Adult Regional Det) Fac,65.25,65.25,65.25,65.25,261
Inyo Sheriff's Department,2000,november,Inyo County,06,027,06027,Inyo County Jail,18.2,3.9,21.8,5.6,49.5
Kern Sheriff's Department,2000,november,Kern County,06,029,06029,Kern County- Female Minimum,0,3,0,92,95
Kern Sheriff's Department,2000,november,Kern County,06,029,06029,Lerdo Maximum,88,26,38,21,173
Kern Sheriff's Department,2000,november,Kern County,06,029,06029,Lerdo Minimum,506,0,352,0,858
Kern Sheriff's Department,2000,november,Kern County,06,029,06029,Lerdo Pretrial Facility,598,114,114,97,923
Kings Sheriff's Department,2000,november,Kings County,06,031,06031,Kings County Branch Jail,38,3,114,26,181
Kings Sheriff's Department,2000,november,Kings County,06,031,06031,Kings County Main Jail,38,7,119,20,184
Lake Sheriff's Department,2000,november,Lake County,06,033,06033,Lake County Facility,0,0,0,0,0
Lake Sheriff's Department,2000,november,Lake County,06,033,06033,Lake County Hill Road Facility,75,27,93,14,209
Lassen Sheriff's Department,2000,november,Lassen County,06,035,06035,Lassen Adult Detention Facility,55,13,41,17,126
Los Angeles Sheriff's Department,2000,november,Los Angeles County,06,037,06037,Century Regional Detention Center,1055,0,676,0,1731
Los Angeles Sheriff's Department,2000,november,Los Angeles County,06,037,06037,Los Angeles Central Jail,4611,0,2195,0,6806
Los Angeles Sheriff's Department,2000,november,Los Angeles County,06,037,06037,North County Correctional Facility,1909,0,1307,0,3216
Los Angeles Sheriff's Department,2000,november,Los Angeles County,06,037,06037,Peter Pitchess East Facility,2152,1201,1398,1093,5844
Los Angeles Sheriff's Department,2000,november,Los Angeles County,06,037,06037,Peter Pitchess North Facility,350,0,872,0,1222
Los Angeles Sheriff's Department,2000,november,Los Angeles County,06,037,06037,Peter Pitchess South Facility,81,0,796,0,877
Los Angeles Sheriff's Department,2000,november,Los Angeles County,06,037,06037,Sybil Brand Institute,26,0,8,0,34
Scapular House,2000,november,Los Angeles County,06,037,06037,Scapular House,0,0,187,17,204
Madera Corrections Department,2000,november,Madera County,06,039,06039,Madera Adult Correctional Facility,210,27,46,7,290
Marin Sheriff's Department,2000,november,Marin County,06,041,06041,Marin County Jail,215,46,40,8,309
Mariposa Sheriff's Department,2000,november,Mariposa County,06,043,06043,Mariposa County Adult Det. Facility,10.5,3.2,22.6,2.6,38.9
Mendocino Sheriff's Department,2000,november,Mendocino County,06,045,06045,Mendocino Adult Detention Facility,117,13,95,18,243
Merced Sheriff's Department,2000,november,Merced County,06,047,06047,John Latorraca Corr Fac,205,28,159,18,410
Merced Sheriff's Department,2000,november,Merced County,06,047,06047,Merced County Jail,129,1,18,0,148
Modoc Sheriff's Department,2000,november,Modoc County,06,049,06049,Modoc County Jail,15,4,15,4,38
Mono Sheriff's Department,2000,november,Mono County,06,051,06051,Mono County Jail,7.5,2.13,14.06,0.07,23.759999999999998
Monterey Sheriff's Department,2000,november,Monterey County,06,053,06053,Monterey County Jail,300,50,197,62,609
Monterey Sheriff's Department,2000,november,Monterey County,06,053,06053,Monterey County Rehabilitation,105,0,260,0,365
Napa Corrections Department,2000,november,Napa County,06,055,06055,Napa County Jail,38,5,146,19,208
Nevada Sheriff's Department,2000,november,Nevada County,06,057,06057,Wayne Brown Correctional Facility,73,8,45,9,135
Orange Sheriff's Department,2000,november,Orange County,06,059,06059,Intake Release Center,311,79,230,101,721
Orange Sheriff's Department,2000,november,Orange County,06,059,06059,James A Musick Facility,116,16,602,81,815
Orange Sheriff's Department,2000,november,Orange County,06,059,06059,Orange County Mens Jail,569,0,524,0,1093
Orange Sheriff's Department,2000,november,Orange County,06,059,06059,Orange County Womens Jail,0,145,0,192,337
Orange Sheriff's Department,2000,november,Orange County,06,059,06059,Theo Lacy Facility,828,0,994,0,1822
Santa Ana Police Department,2000,november,Orange County,06,059,06059,Santa Ana Jail,356,28,23,0,407
Placer Sheriff's Department,2000,november,Placer County,06,061,06061,Placer County Main Jail,199,17,58,11,285
Placer Sheriff's Department,2000,november,Placer County,06,061,06061,Placer County Minimum Security,10,6,111,25,152
Plumas Sheriff's Department,2000,november,Plumas County,06,063,06063,Plumas County Jail,17.1,6.1,18.1,6.7,48
Riverside Sheriff's Department,2000,november,Riverside County,06,065,06065,Blythe Jail,31,0,75,0,106
Riverside Sheriff's Department,2000,november,Riverside County,06,065,06065,Indio Jail,238,22,61,4,325
Riverside Sheriff's Department,2000,november,Riverside County,06,065,06065,Larry D Smith Correctional Facility,132,55,260,95,542
Riverside Sheriff's Department,2000,november,Riverside County,06,065,06065,Robert Presley Detention Center,852,114,192,34,1192
Riverside Sheriff's Department,2000,november,Riverside County,06,065,06065,Southwest County Detention Center,364,4,141,0,509
Sacramento Sheriff's Department,2000,november,Sacramento County,06,067,06067,Rio Cosumnes Correctional Center,194,0,1073,0,1267
Sacramento Sheriff's Department,2000,november,Sacramento County,06,067,06067,Rio Cosumnes- Womens Facility,0,0,0,0,0
Sacramento Sheriff's Department,2000,november,Sacramento County,06,067,06067,Sacramento County Main Jail,1410,248,119,188,1965
San Benito Sheriff's Department,2000,november,San Benito County,06,069,06069,San Benito Adult Detention,49,4,50,4,107
San Bernardino Sheriff's Department,2000,november,San Bernardino County,06,071,06071,San Bernardino Central Detention Center,625,124,61,5,815
San Bernardino Sheriff's Department,2000,november,San Bernardino County,06,071,06071,San Bernardino County- Glen Helen,139,16,819,217,1191
San Bernardino Sheriff's Department,2000,november,San Bernardino County,06,071,06071,West Valley Detention Center,2339,327,316,100,3082
San Diego Sheriff's Department,2000,november,San Diego County,06,073,06073,Descanso Detention Facility,42,0,215,0,257
San Diego Sheriff's Department,2000,november,San Diego County,06,073,06073,East Mesa Detention Facility,8,0,425,0,433
San Diego Sheriff's Department,2000,november,San Diego County,06,073,06073,George Bailey Detention Facility,931,0,615,0,1546
San Diego Sheriff's Department,2000,november,San Diego County,06,073,06073,Las Colinas Womens Detention,0,321,0,294,615
San Diego Sheriff's Department,2000,november,San Diego County,06,073,06073,South Bay Regional Facility- Chula Vista,298,0,54,0,352
San Diego Sheriff's Department,2000,november,San Diego County,06,073,06073,Vista Facility,552,69,132,14,767
San Diego Work Furlough,2000,november,San Diego County,06,073,06073,Pacific Work Furlough Facility,0,0,0,0,0
San Diego Probation Department,2000,november,San Diego County,06,073,06073,Barrett Honor Camp / Barrett Juvenile,0,0,88,0,88
San Diego Probation Department,2000,november,San Diego County,06,073,06073,Camp West Fork,0,0,119,0,119
San Francisco Sheriff's Department,2000,november,San Francisco County,06,075,06075,San Francisco County Jail #2,195,110,38,24,367
San Francisco Sheriff's Department,2000,november,San Francisco County,06,075,06075,San Francisco County Jail #3,275,47,27,6,355
San Francisco Sheriff's Department,2000,november,San Francisco County,06,075,06075,San Francisco County Jail #3,335,0,55,0,390
San Francisco Sheriff's Department,2000,november,San Francisco County,06,075,06075,San Francisco County Jail #4,264,36,37,4,341
San Francisco Sheriff's Department,2000,november,San Francisco County,06,075,06075,San Francisco County Jail #6,241,0,67,0,308
